datetime,PM2.5 (ug/m3),CO (mg/m3),Ozone (ug/m3),NOx (ug/m3)
2018-02-11 20:00:00,41.0,0.76,83.83,14.23
2018-02-11 21:00:00,41.0,0.76,83.83,14.23
2018-02-11 22:00:00,41.0,0.76,83.83,14.23
2018-02-11 23:00:00,41.0,0.76,83.83,14.23
2018-02-12 00:00:00,41.0,0.76,83.83,14.23
2018-02-12 01:00:00,41.0,0.76,83.83,14.23
2018-02-12 02:00:00,41.0,0.76,83.83,14.23
2018-02-12 03:00:00,41.0,0.76,83.83,14.23
2018-02-12 04:00:00,41.0,0.76,83.83,14.23
2018-02-12 05:00:00,41.0,0.76,83.83,14.23
2018-02-12 06:00:00,41.0,0.76,83.83,14.23
2018-02-12 07:00:00,41.0,0.76,83.83,14.23
2018-02-12 08:00:00,41.0,0.76,83.83,14.23
2018-02-12 09:00:00,41.0,0.76,83.83,14.23
2018-02-12 10:00:00,41.0,0.76,83.83,14.23
2018-02-12 11:00:00,46.5,1.02,48.12,6.35
2018-02-12 12:00:00,45.25,0.88,61.22,8.38
2018-02-12 13:00:00,39.0,0.98,61.63,8.97
2018-02-12 14:00:00,40.25,0.93,65.67,5.6
2018-02-12 15:00:00,34.75,0.93,65.42,8.0
2018-02-12 16:00:00,43.0,0.98,62.33,8.47
2018-02-12 17:00:00,45.0,0.86,58.7,8.3
2018-02-12 18:00:00,38.25,0.96,47.62,12.75
2018-02-12 19:00:00,47.33,1.13,35.17,16.43
2018-02-12 20:00:00,50.75,1.24,31.45,21.32
2018-02-12 21:00:00,47.0,1.29,30.1,21.53
2018-02-12 22:00:00,70.0,1.57,22.35,22.6
2018-02-12 23:00:00,86.0,1.53,22.57,22.8
2018-02-13 00:00:00,86.75,1.09,25.62,18.4
2018-02-13 01:00:00,77.0,0.92,28.97,20.7
2018-02-13 02:00:00,68.0,0.85,68.78,16.0
2018-02-13 03:00:00,68.0,0.73,33.8,12.7
2018-02-13 04:00:00,51.5,0.81,25.97,15.47
2018-02-13 05:00:00,56.25,0.84,27.25,14.8
2018-02-13 06:00:00,57.75,0.92,26.55,11.73
2018-02-13 07:00:00,62.5,1.08,23.97,13.65
2018-02-13 08:00:00,69.75,1.08,38.7,10.2
2018-02-13 09:00:00,64.25,0.73,66.32,6.23
2018-02-13 10:00:00,48.75,0.64,70.9,6.65
2018-02-13 11:00:00,46.5,0.68,76.85,7.8
2018-02-13 12:00:00,48.0,0.91,78.05,5.45
2018-02-13 13:00:00,38.5,0.94,76.5,5.83
2018-02-13 14:00:00,37.75,0.93,78.5,5.43
2018-02-13 15:00:00,40.0,0.91,80.8,5.9
2018-02-13 16:00:00,40.75,1.0,71.37,6.48
2018-02-13 17:00:00,49.0,1.09,55.8,7.57
2018-02-13 18:00:00,44.5,1.02,48.05,10.0
2018-02-13 19:00:00,43.5,0.95,42.93,11.2
2018-02-13 20:00:00,52.0,0.99,36.35,14.12
2018-02-13 21:00:00,47.75,0.88,34.32,16.82
2018-02-13 22:00:00,54.25,1.05,30.27,17.27
2018-02-13 23:00:00,60.0,0.94,31.92,13.95
2018-02-14 00:00:00,66.0,0.85,31.07,9.65
2018-02-14 01:00:00,68.67,0.91,25.13,9.0
2018-02-14 02:00:00,74.25,0.84,67.13,7.83
2018-02-14 03:00:00,72.0,0.78,28.17,7.48
2018-02-14 04:00:00,63.5,0.71,26.15,10.62
2018-02-14 05:00:00,64.5,0.74,25.15,12.88
2018-02-14 06:00:00,61.67,0.83,25.63,11.0
2018-02-14 07:00:00,63.75,0.98,26.88,13.02
2018-02-14 08:00:00,75.75,0.94,44.47,8.92
2018-02-14 09:00:00,64.5,0.53,62.5,5.67
2018-02-14 10:00:00,48.33,0.4,70.17,5.33
2018-02-14 11:00:00,39.0,0.38,71.2,6.18
2018-02-14 12:00:00,30.25,0.77,78.15,6.72
2018-02-14 13:00:00,44.25,1.04,90.75,8.77
2018-02-14 14:00:00,54.25,1.03,80.8,8.75
2018-02-14 15:00:00,49.0,1.13,79.15,7.53
2018-02-14 16:00:00,58.75,1.09,83.15,9.53
2018-02-14 17:00:00,64.0,1.22,63.9,10.07
2018-02-14 18:00:00,70.0,1.39,50.4,15.78
2018-02-14 19:00:00,72.75,1.4,39.22,19.08
2018-02-14 20:00:00,80.75,1.13,33.95,19.68
2018-02-14 21:00:00,78.5,1.14,32.45,21.07
2018-02-14 22:00:00,75.0,1.25,30.4,19.35
2018-02-14 23:00:00,75.25,0.98,37.47,16.43
2018-02-15 00:00:00,67.0,1.0,38.62,12.08
2018-02-15 01:00:00,67.0,1.0,38.62,12.08
2018-02-15 02:00:00,67.0,1.0,38.62,12.08
2018-02-15 03:00:00,67.0,1.0,38.62,12.08
2018-02-15 04:00:00,67.0,1.0,38.62,12.08
2018-02-15 05:00:00,67.0,1.0,38.62,12.08
2018-02-15 06:00:00,67.0,1.0,38.62,12.08
2018-02-15 07:00:00,67.0,1.0,38.62,12.08
2018-02-15 08:00:00,67.0,1.0,38.62,12.08
2018-02-15 09:00:00,67.0,1.0,38.62,12.08
2018-02-15 10:00:00,67.0,1.0,38.62,12.08
2018-02-15 11:00:00,67.0,1.0,38.62,12.08
2018-02-15 12:00:00,67.0,1.0,38.62,12.08
2018-02-15 13:00:00,67.0,1.0,38.62,12.08
2018-02-15 14:00:00,38.0,1.03,85.82,7.18
2018-02-15 15:00:00,36.25,1.09,56.07,8.5
2018-02-15 16:00:00,31.75,1.1,65.27,8.9
2018-02-15 17:00:00,33.75,1.17,59.2,9.6
2018-02-15 18:00:00,33.0,1.15,51.15,10.2
2018-02-15 19:00:00,33.0,1.15,51.15,10.2
2018-02-15 20:00:00,33.0,1.15,51.15,10.2
2018-02-15 21:00:00,28.0,0.95,40.25,18.0
2018-02-15 22:00:00,28.0,1.15,30.4,14.77
2018-02-15 23:00:00,65.0,0.89,37.5,12.5
2018-02-16 00:00:00,50.67,0.86,40.67,10.77
2018-02-16 01:00:00,44.25,0.79,46.38,11.33
2018-02-16 02:00:00,33.5,0.78,55.27,10.27
2018-02-16 03:00:00,35.25,0.74,49.85,9.48
2018-02-16 04:00:00,35.75,0.67,52.92,13.92
2018-02-16 05:00:00,38.5,0.96,24.12,23.0
2018-02-16 06:00:00,52.25,1.2,18.97,22.32
2018-02-16 07:00:00,62.0,1.38,31.45,17.75
2018-02-16 08:00:00,75.0,1.13,56.37,12.17
2018-02-16 09:00:00,68.5,0.87,72.1,9.38
2018-02-16 10:00:00,45.25,0.52,87.0,5.65
2018-02-16 11:00:00,34.5,0.58,81.97,7.18
2018-02-16 12:00:00,35.25,1.0,87.8,7.95
2018-02-16 13:00:00,33.0,1.19,83.8,9.17
2018-02-16 14:00:00,31.0,1.07,83.98,7.6
2018-02-16 15:00:00,31.0,1.1,67.87,8.02
2018-02-16 16:00:00,35.0,1.04,67.95,8.15
2018-02-16 17:00:00,37.0,1.16,62.75,8.85
2018-02-16 18:00:00,43.67,1.18,55.63,11.6
2018-02-16 19:00:00,49.25,1.4,37.07,16.5
2018-02-16 20:00:00,60.25,1.53,35.65,17.5
2018-02-16 21:00:00,52.5,1.29,40.7,18.25
2018-02-16 22:00:00,54.67,1.54,30.63,18.93
2018-02-16 23:00:00,74.75,1.58,27.43,19.85
2018-02-17 00:00:00,76.75,1.38,29.8,17.0
2018-02-17 01:00:00,73.25,1.23,30.62,12.2
2018-02-17 02:00:00,63.5,1.12,72.78,13.65
2018-02-17 03:00:00,58.5,1.1,26.3,12.5
2018-02-17 04:00:00,52.75,1.01,36.63,7.75
2018-02-17 05:00:00,44.25,1.09,30.1,10.15
2018-02-17 06:00:00,56.25,1.1,29.5,15.7
2018-02-17 07:00:00,58.0,1.17,31.35,12.4
2018-02-17 08:00:00,68.75,1.05,50.05,8.9
2018-02-17 09:00:00,68.0,1.11,76.65,9.55
2018-02-17 10:00:00,77.0,0.98,93.97,11.53
2018-02-17 11:00:00,48.0,0.75,60.92,7.78
2018-02-17 12:00:00,30.25,1.0,69.45,7.5
2018-02-17 13:00:00,32.5,1.2,93.38,7.27
2018-02-17 14:00:00,37.0,1.26,89.97,6.5
2018-02-17 15:00:00,38.0,1.19,85.55,6.03
2018-02-17 16:00:00,30.25,0.98,82.35,7.05
2018-02-17 17:00:00,26.25,1.07,74.15,9.0
2018-02-17 18:00:00,33.25,1.02,75.3,10.62
2018-02-17 19:00:00,45.5,1.47,48.07,20.15
2018-02-17 20:00:00,51.0,1.08,56.35,13.27
2018-02-17 21:00:00,48.33,1.15,43.87,12.0
2018-02-17 22:00:00,60.75,1.25,37.98,12.55
2018-02-17 23:00:00,78.0,1.01,47.0,11.53
2018-02-18 00:00:00,72.0,1.13,35.9,15.5
2018-02-18 01:00:00,72.25,0.94,42.85,9.92
2018-02-18 02:00:00,66.25,1.03,33.63,14.08
2018-02-18 03:00:00,72.0,0.99,26.2,10.2
2018-02-18 04:00:00,66.75,0.94,40.15,8.65
2018-02-18 05:00:00,56.5,0.95,38.0,12.8
2018-02-18 06:00:00,55.75,0.91,31.22,10.2
2018-02-18 07:00:00,59.5,0.85,34.08,10.25
2018-02-18 08:00:00,65.5,0.99,57.8,7.58
2018-02-18 09:00:00,65.33,0.83,86.9,5.7
2018-02-18 10:00:00,52.75,0.69,106.02,5.12
2018-02-18 11:00:00,43.67,0.8,103.13,6.93
2018-02-18 12:00:00,41.75,0.85,105.05,5.9
2018-02-18 13:00:00,34.25,0.85,106.5,5.73
2018-02-18 14:00:00,39.25,0.84,108.33,5.33
2018-02-18 15:00:00,36.5,0.87,117.25,6.25
2018-02-18 16:00:00,42.5,0.82,109.52,6.35
2018-02-18 17:00:00,39.25,0.86,87.57,7.83
2018-02-18 18:00:00,43.5,0.9,67.32,7.95
2018-02-18 19:00:00,47.5,0.9,74.85,8.37
2018-02-18 20:00:00,55.0,1.01,64.55,10.4
2018-02-18 21:00:00,51.5,0.95,63.73,9.7
2018-02-18 22:00:00,42.75,0.92,58.48,15.05
2018-02-18 23:00:00,55.25,0.98,50.12,13.2
2018-02-19 00:00:00,75.25,0.77,48.75,13.62
2018-02-19 01:00:00,67.25,0.75,43.15,14.93
2018-02-19 02:00:00,59.5,0.7,41.17,14.92
2018-02-19 03:00:00,61.0,0.73,24.4,11.77
2018-02-19 04:00:00,57.75,0.88,31.43,6.57
2018-02-19 05:00:00,63.0,0.84,32.6,4.5
2018-02-19 06:00:00,59.75,0.92,32.38,10.12
2018-02-19 07:00:00,68.5,1.02,43.88,9.17
2018-02-19 08:00:00,65.0,0.85,60.2,10.73
2018-02-19 09:00:00,73.25,0.91,82.4,8.78
2018-02-19 10:00:00,69.0,0.82,110.17,8.0
2018-02-19 11:00:00,61.5,0.95,117.02,8.83
2018-02-19 12:00:00,67.25,1.24,115.68,9.43
2018-02-19 13:00:00,57.25,1.29,113.02,8.8
2018-02-19 14:00:00,44.0,1.17,108.65,8.98
2018-02-19 15:00:00,45.75,1.09,109.85,8.2
2018-02-19 16:00:00,43.33,0.96,101.9,10.33
2018-02-19 17:00:00,50.5,1.12,89.95,14.2
2018-02-19 18:00:00,60.5,1.21,77.38,14.15
2018-02-19 19:00:00,54.0,1.34,57.9,17.5
2018-02-19 20:00:00,63.33,1.44,49.57,16.93
2018-02-19 21:00:00,57.25,1.32,50.53,16.1
2018-02-19 22:00:00,69.25,1.43,50.82,14.23
2018-02-19 23:00:00,107.0,1.28,51.75,11.85
2018-02-20 00:00:00,90.0,1.14,56.03,12.15
2018-02-20 01:00:00,82.75,1.08,51.55,15.78
2018-02-20 02:00:00,78.75,1.03,49.3,16.63
2018-02-20 03:00:00,73.25,0.92,41.48,12.7
2018-02-20 04:00:00,54.25,0.79,48.5,7.92
2018-02-20 05:00:00,40.75,0.83,43.27,6.6
2018-02-20 06:00:00,44.5,0.84,39.9,13.0
2018-02-20 07:00:00,49.5,1.07,35.35,13.27
2018-02-20 08:00:00,53.0,1.08,56.18,9.8
2018-02-20 09:00:00,61.25,1.17,77.57,9.65
2018-02-20 10:00:00,68.25,1.21,98.68,11.98
2018-02-20 11:00:00,64.0,1.03,93.75,8.12
2018-02-20 12:00:00,44.25,1.02,69.32,7.83
2018-02-20 13:00:00,31.0,1.1,68.35,6.75
2018-02-20 14:00:00,33.0,1.03,70.13,4.95
2018-02-20 15:00:00,28.0,0.97,74.48,5.95
2018-02-20 16:00:00,24.25,0.84,90.1,7.45
2018-02-20 17:00:00,39.5,1.15,75.6,14.28
2018-02-20 18:00:00,57.5,1.02,73.98,14.47
2018-02-20 19:00:00,50.33,1.33,65.57,19.27
2018-02-20 20:00:00,74.0,1.41,53.95,18.28
2018-02-20 21:00:00,61.5,1.4,52.85,16.58
2018-02-20 22:00:00,88.0,1.4,46.07,16.83
2018-02-20 23:00:00,91.0,1.49,35.37,16.53
2018-02-21 00:00:00,98.0,1.44,29.93,18.17
2018-02-21 01:00:00,99.5,1.24,37.05,16.0
2018-02-21 02:00:00,91.25,1.23,35.33,17.8
2018-02-21 03:00:00,77.75,1.13,36.68,12.77
2018-02-21 04:00:00,73.5,1.0,24.6,12.1
2018-02-21 05:00:00,76.5,0.84,33.65,12.35
2018-02-21 06:00:00,68.0,1.01,26.7,15.55
2018-02-21 07:00:00,79.25,0.97,34.1,13.27
2018-02-21 08:00:00,69.5,0.94,55.52,9.3
2018-02-21 09:00:00,74.0,1.05,72.23,9.93
2018-02-21 10:00:00,75.25,1.12,85.4,13.67
2018-02-21 11:00:00,69.25,0.81,87.42,9.4
2018-02-21 12:00:00,52.75,0.96,84.6,6.93
2018-02-21 13:00:00,35.33,1.02,86.9,6.73
2018-02-21 14:00:00,32.0,1.1,80.37,6.9
2018-02-21 15:00:00,34.25,0.94,87.5,6.85
2018-02-21 16:00:00,35.0,0.83,81.63,6.3
2018-02-21 17:00:00,40.5,0.99,71.83,11.08
2018-02-21 18:00:00,50.75,0.95,61.73,10.05
2018-02-21 19:00:00,47.75,0.93,53.5,11.5
2018-02-21 20:00:00,40.25,1.26,48.38,14.63
2018-02-21 21:00:00,38.0,1.2,38.05,21.55
2018-02-21 22:00:00,40.67,1.12,38.57,15.0
2018-02-21 23:00:00,44.5,1.02,39.17,14.0
2018-02-22 00:00:00,40.25,0.76,40.18,12.6
2018-02-22 01:00:00,41.0,0.67,43.8,11.75
2018-02-22 02:00:00,39.0,0.61,51.1,12.5
2018-02-22 03:00:00,33.0,0.57,47.92,12.17
2018-02-22 04:00:00,33.5,0.61,47.92,10.85
2018-02-22 05:00:00,36.5,0.68,40.7,13.38
2018-02-22 06:00:00,42.5,0.84,33.5,15.57
2018-02-22 07:00:00,47.5,0.89,36.4,17.03
2018-02-22 08:00:00,49.0,1.0,46.23,12.3
2018-02-22 09:00:00,67.75,0.95,78.5,8.78
2018-02-22 10:00:00,64.0,0.86,88.07,7.23
2018-02-22 11:00:00,52.0,0.64,94.65,9.17
2018-02-22 12:00:00,52.0,0.64,94.65,9.17
2018-02-22 13:00:00,51.0,1.12,105.7,7.2
2018-02-22 14:00:00,47.5,1.24,82.15,6.47
2018-02-22 15:00:00,43.33,1.35,89.03,6.83
2018-02-22 16:00:00,45.25,0.99,82.28,8.93
2018-02-22 17:00:00,50.0,1.03,79.9,11.58
2018-02-22 18:00:00,58.0,1.14,65.05,13.08
2018-02-22 19:00:00,69.0,0.92,60.37,12.0
2018-02-22 20:00:00,55.25,0.83,52.85,10.28
2018-02-22 21:00:00,49.25,0.79,55.4,8.18
2018-02-22 22:00:00,46.25,0.77,49.93,10.4
2018-02-22 23:00:00,44.0,0.8,42.77,15.97
2018-02-23 00:00:00,49.75,0.78,36.6,17.22
2018-02-23 01:00:00,55.67,0.68,38.17,14.97
2018-02-23 02:00:00,50.0,0.64,36.77,15.15
2018-02-23 03:00:00,47.0,0.77,29.8,11.75
2018-02-23 04:00:00,47.0,0.77,29.8,11.75
2018-02-23 05:00:00,47.0,0.77,29.8,11.75
2018-02-23 06:00:00,47.0,0.77,29.8,11.75
2018-02-23 07:00:00,47.0,0.77,29.8,11.75
2018-02-23 08:00:00,47.0,0.77,29.8,11.75
2018-02-23 09:00:00,47.0,0.77,29.8,11.75
2018-02-23 10:00:00,47.0,0.77,29.8,11.75
2018-02-23 11:00:00,47.0,0.77,29.8,11.75
2018-02-23 12:00:00,47.0,0.77,29.8,11.75
2018-02-23 13:00:00,33.5,0.92,77.88,6.45
2018-02-23 14:00:00,35.33,0.97,75.07,6.97
2018-02-23 15:00:00,34.25,0.93,80.68,6.85
2018-02-23 16:00:00,29.5,0.84,79.98,7.8
2018-02-23 17:00:00,31.5,0.94,84.6,9.55
2018-02-23 18:00:00,34.5,0.98,72.53,11.55
2018-02-23 19:00:00,39.25,1.24,58.95,16.4
2018-02-23 20:00:00,40.0,1.52,48.97,23.27
2018-02-23 21:00:00,47.25,1.36,53.72,22.35
2018-02-23 22:00:00,51.0,1.29,47.83,16.03
2018-02-23 23:00:00,74.25,1.24,43.55,20.12
2018-02-24 00:00:00,83.5,1.27,36.15,15.28
2018-02-24 01:00:00,86.75,1.15,40.8,12.83
2018-02-24 02:00:00,73.25,1.05,37.9,11.25
2018-02-24 03:00:00,67.75,0.91,37.1,11.58
2018-02-24 04:00:00,57.5,0.87,31.95,10.97
2018-02-24 05:00:00,55.25,0.87,36.4,8.78
2018-02-24 06:00:00,54.0,1.02,28.37,9.4
2018-02-24 07:00:00,56.5,1.01,36.98,10.22
2018-02-24 08:00:00,58.75,1.0,56.8,9.4
2018-02-24 09:00:00,57.25,0.78,79.05,6.55
2018-02-24 10:00:00,46.0,0.93,89.53,9.48
2018-02-24 11:00:00,44.5,0.94,80.72,9.6
2018-02-24 12:00:00,39.75,1.01,84.08,8.45
2018-02-24 13:00:00,35.0,1.11,85.62,6.52
2018-02-24 14:00:00,24.0,1.21,79.88,6.4
2018-02-24 15:00:00,26.0,1.15,68.95,7.5
2018-02-24 16:00:00,24.0,0.91,72.77,8.5
2018-02-24 17:00:00,28.25,0.97,61.18,10.42
2018-02-24 18:00:00,36.5,0.86,57.85,14.08
2018-02-24 19:00:00,45.75,1.11,35.52,20.43
2018-02-24 20:00:00,56.5,1.1,41.6,14.47
2018-02-24 21:00:00,46.0,0.88,43.6,12.5
2018-02-24 22:00:00,46.0,0.88,43.6,12.5
2018-02-24 23:00:00,46.0,0.88,43.6,12.5
2018-02-25 00:00:00,46.0,0.88,43.6,12.5
2018-02-25 01:00:00,46.0,0.88,43.6,12.5
2018-02-25 02:00:00,46.0,0.88,43.6,12.5
2018-02-25 03:00:00,46.0,0.88,43.6,12.5
2018-02-25 04:00:00,46.0,0.88,43.6,12.5
2018-02-25 05:00:00,46.0,0.88,43.6,12.5
2018-02-25 06:00:00,46.0,0.88,43.6,12.5
2018-02-25 07:00:00,46.0,0.88,43.6,12.5
2018-02-25 08:00:00,46.0,0.88,43.6,12.5
2018-02-25 09:00:00,46.0,0.88,43.6,12.5
2018-02-25 10:00:00,46.0,0.88,43.6,12.5
2018-02-25 11:00:00,46.0,0.88,43.6,12.5
2018-02-25 12:00:00,46.0,0.88,43.6,12.5
2018-02-25 13:00:00,46.0,0.88,43.6,12.5
2018-02-25 14:00:00,46.0,0.88,43.6,12.5
2018-02-25 15:00:00,46.0,0.88,43.6,12.5
2018-02-25 16:00:00,46.0,0.88,43.6,12.5
2018-02-25 17:00:00,46.0,0.88,43.6,12.5
2018-02-25 18:00:00,46.0,0.88,43.6,12.5
2018-02-25 19:00:00,46.0,0.88,43.6,12.5
2018-02-25 20:00:00,46.0,0.88,43.6,12.5
2018-02-25 21:00:00,46.0,0.88,43.6,12.5
2018-02-25 22:00:00,46.0,0.88,43.6,12.5
2018-02-25 23:00:00,46.0,0.88,43.6,12.5
2018-02-26 00:00:00,46.0,0.88,43.6,12.5
2018-02-26 01:00:00,46.0,0.88,43.6,12.5
2018-02-26 02:00:00,46.0,0.88,43.6,12.5
2018-02-26 03:00:00,46.0,0.88,43.6,12.5
2018-02-26 04:00:00,46.0,0.88,43.6,12.5
2018-02-26 05:00:00,46.0,0.88,43.6,12.5
2018-02-26 06:00:00,46.0,0.88,43.6,12.5
2018-02-26 07:00:00,46.0,0.88,43.6,12.5
2018-02-26 08:00:00,46.0,0.88,43.6,12.5
2018-02-26 09:00:00,46.0,0.88,43.6,12.5
2018-02-26 10:00:00,46.0,0.88,43.6,12.5
2018-02-26 11:00:00,26.0,0.9,77.2,7.5
2018-02-26 12:00:00,23.25,0.93,77.38,6.73
2018-02-26 13:00:00,14.75,0.87,70.1,7.5
2018-02-26 14:00:00,15.75,0.9,64.55,6.9
2018-02-26 15:00:00,21.0,0.87,63.53,6.12
2018-02-26 16:00:00,20.33,0.97,59.37,7.07
2018-02-26 17:00:00,18.75,1.19,54.45,8.9
2018-02-26 18:00:00,18.5,1.21,43.2,10.97
2018-02-26 19:00:00,23.25,1.16,37.15,14.03
2018-02-26 20:00:00,29.0,0.86,48.12,11.1
2018-02-26 21:00:00,32.33,1.47,25.0,16.33
2018-02-26 22:00:00,64.0,1.37,23.83,9.85
2018-02-26 23:00:00,67.0,1.31,27.25,12.25
2018-02-27 00:00:00,54.5,1.09,26.8,7.3
2018-02-27 01:00:00,44.5,0.91,31.67,12.28
2018-02-27 02:00:00,36.5,0.91,25.3,14.0
2018-02-27 03:00:00,32.25,0.76,28.2,11.75
2018-02-27 04:00:00,22.75,0.61,31.77,10.55
2018-02-27 05:00:00,20.25,0.61,31.85,10.67
2018-02-27 06:00:00,24.0,0.58,28.9,10.07
2018-02-27 07:00:00,28.5,0.8,27.15,7.42
2018-02-27 08:00:00,45.75,0.82,34.9,7.73
2018-02-27 09:00:00,49.5,1.09,53.23,11.05
2018-02-27 10:00:00,52.75,1.02,79.9,8.85
2018-02-27 11:00:00,42.5,0.62,88.7,3.82
2018-02-27 12:00:00,22.5,0.96,72.97,6.62
2018-02-27 13:00:00,21.75,0.97,73.25,6.05
2018-02-27 14:00:00,24.25,0.95,72.25,6.28
2018-02-27 15:00:00,23.75,1.0,62.53,6.25
2018-02-27 16:00:00,20.0,0.97,61.6,6.38
2018-02-27 17:00:00,21.0,1.25,51.13,10.17
2018-02-27 18:00:00,30.0,0.9,42.1,14.72
2018-02-27 19:00:00,50.0,0.22,28.73,12.13
2018-02-27 20:00:00,52.25,0.74,33.27,10.25
2018-02-27 21:00:00,46.25,0.9,33.22,10.9
2018-02-27 22:00:00,41.5,0.94,30.4,10.15
2018-02-27 23:00:00,34.0,0.88,31.75,9.0
2018-02-28 00:00:00,30.75,0.73,26.75,11.18
2018-02-28 01:00:00,36.75,0.72,23.85,10.97
2018-02-28 02:00:00,39.25,0.7,23.67,14.17
2018-02-28 03:00:00,30.33,0.7,18.9,12.6
2018-02-28 04:00:00,13.0,0.66,28.7,9.6
2018-02-28 05:00:00,17.0,0.71,27.1,13.47
2018-02-28 06:00:00,17.25,0.8,25.55,14.1
2018-02-28 07:00:00,38.5,1.14,25.25,11.1
2018-02-28 08:00:00,44.75,0.8,41.8,7.1
2018-02-28 09:00:00,37.25,0.74,61.12,5.75
2018-02-28 10:00:00,29.75,0.91,90.62,8.68
2018-02-28 11:00:00,41.0,0.87,79.83,9.75
2018-02-28 12:00:00,37.5,0.93,80.2,6.88
2018-02-28 13:00:00,22.75,1.07,65.5,6.2
2018-02-28 14:00:00,10.33,1.05,64.07,7.27
2018-02-28 15:00:00,15.25,1.01,68.48,7.35
2018-02-28 16:00:00,28.0,0.88,71.8,6.4
2018-02-28 17:00:00,27.75,1.2,66.13,9.38
2018-02-28 18:00:00,48.0,1.1,61.73,10.5
2018-02-28 19:00:00,40.75,1.16,57.05,11.82
2018-02-28 20:00:00,37.5,1.16,48.7,12.03
2018-02-28 21:00:00,21.0,1.08,43.35,14.78
2018-02-28 22:00:00,21.0,1.08,43.35,14.78
2018-02-28 23:00:00,21.0,1.08,43.35,14.78
2018-03-01 00:00:00,21.0,1.08,43.35,14.78
2018-03-01 01:00:00,21.0,1.08,43.35,14.78
2018-03-01 02:00:00,21.0,1.08,43.35,14.78
2018-03-01 03:00:00,21.0,1.08,43.35,14.78
2018-03-01 04:00:00,21.0,1.08,43.35,14.78
2018-03-01 05:00:00,21.0,1.08,43.35,14.78
2018-03-01 06:00:00,21.0,1.08,43.35,14.78
2018-03-01 07:00:00,21.0,1.08,43.35,14.78
2018-03-01 08:00:00,21.0,1.08,43.35,14.78
2018-03-01 09:00:00,21.0,1.08,43.35,14.78
2018-03-01 10:00:00,21.0,1.08,43.35,14.78
2018-03-01 11:00:00,21.0,1.08,43.35,14.78
2018-03-01 12:00:00,6.0,1.18,50.37,5.2
2018-03-01 13:00:00,8.0,1.04,43.4,5.02
2018-03-01 14:00:00,15.0,1.03,43.73,5.07
2018-03-01 15:00:00,20.0,0.94,42.52,6.55
2018-03-01 16:00:00,31.5,1.05,52.8,7.63
2018-03-01 17:00:00,38.33,0.96,51.83,6.67
2018-03-01 18:00:00,37.25,0.87,49.97,8.93
2018-03-01 19:00:00,36.25,0.96,43.07,10.43
2018-03-01 20:00:00,29.0,1.13,45.9,12.2
2018-03-01 21:00:00,31.67,1.11,41.57,13.87
2018-03-01 22:00:00,47.0,1.0,36.65,14.52
2018-03-01 23:00:00,41.0,1.04,35.6,13.97
2018-03-02 00:00:00,45.0,0.99,38.47,12.03
2018-03-02 01:00:00,39.25,0.91,39.68,10.95
2018-03-02 02:00:00,36.5,1.07,39.97,9.75
2018-03-02 03:00:00,34.25,1.38,34.17,10.65
2018-03-02 04:00:00,31.0,0.95,31.17,7.88
2018-03-02 05:00:00,28.0,0.93,28.37,10.2
2018-03-02 06:00:00,45.0,1.02,25.0,10.9
2018-03-02 07:00:00,49.5,1.07,32.43,10.75
2018-03-02 08:00:00,52.25,1.13,46.8,7.43
2018-03-02 09:00:00,37.5,1.06,58.7,4.47
2018-03-02 10:00:00,29.25,1.93,53.15,11.68
2018-03-02 11:00:00,81.75,1.79,53.35,7.98
2018-03-02 12:00:00,47.25,0.98,58.48,4.1
2018-03-02 13:00:00,20.75,0.88,60.43,3.6
2018-03-02 14:00:00,25.25,0.87,64.25,4.53
2018-03-02 15:00:00,15.0,0.86,55.38,7.95
2018-03-02 16:00:00,18.0,0.77,53.43,6.1
2018-03-02 17:00:00,18.25,0.89,55.0,5.17
2018-03-02 18:00:00,25.5,0.96,48.57,6.35
2018-03-02 19:00:00,38.25,1.15,36.85,9.9
2018-03-02 20:00:00,43.5,1.13,35.27,10.5
2018-03-02 21:00:00,36.75,0.94,38.8,8.97
2018-03-02 22:00:00,30.0,0.78,42.43,7.33
2018-03-02 23:00:00,33.25,0.72,43.3,8.02
2018-03-03 00:00:00,39.5,0.82,41.25,8.15
2018-03-03 01:00:00,26.33,0.76,41.63,7.97
2018-03-03 02:00:00,23.0,0.69,38.97,7.08
2018-03-03 03:00:00,29.0,0.65,33.1,6.1
2018-03-03 04:00:00,30.5,0.73,31.85,6.13
2018-03-03 05:00:00,35.75,0.84,27.17,5.18
2018-03-03 06:00:00,38.25,0.85,27.4,5.38
2018-03-03 07:00:00,41.25,1.09,30.35,7.33
2018-03-03 08:00:00,53.25,1.05,46.05,8.32
2018-03-03 09:00:00,64.0,1.04,74.2,9.5
2018-03-03 10:00:00,46.0,1.01,92.63,11.07
2018-03-03 11:00:00,42.5,0.94,95.27,10.88
2018-03-03 12:00:00,44.25,0.95,88.72,11.12
2018-03-03 13:00:00,30.25,1.04,105.62,9.0
2018-03-03 14:00:00,39.5,1.13,84.75,7.02
2018-03-03 15:00:00,38.5,1.34,81.55,7.25
2018-03-03 16:00:00,37.0,1.05,63.28,7.63
2018-03-03 17:00:00,36.67,1.11,47.93,8.17
2018-03-03 18:00:00,52.75,1.1,38.07,9.53
2018-03-03 19:00:00,47.0,1.18,37.75,12.05
2018-03-03 20:00:00,41.0,1.22,48.45,10.95
